LOCATION,TIME,Value
CHL,2011,19074.6606
CHL,2012,20434.73794
CHL,2013,21383.90645
CHL,2014,21899.47535
CHL,2015,21922.17274
CHL,2016,22002.05914
CHL,2017,22689.10967
CHL,2018,23695.38537
CHN,1985,614.784834
CHN,1986,670.202216
CHN,1987,753.647882
CHN,1988,854.242892
CHN,1989,911.587187
CHN,1990,983.228882
CHN,1991,1095.954654
CHN,1992,1263.623619
CHN,1993,1452.470939
CHN,1994,1658.854485
CHN,1995,1832.919225
CHN,1996,2033.901408
CHN,1997,2244.052491
CHN,1998,2413.302941
CHN,1999,2622.207784
CHN,2000,2889.786212
CHN,2001,3170.202024
CHN,2002,3506.494279
CHN,2003,3922.326376
CHN,2004,4424.892279
CHN,2005,5030.42723
CHN,2006,5841.414445
CHN,2007,6844.891525
CHN,2008,7642.960887
CHN,2009,8318.475527
CHN,2010,9241.742693
CHN,2011,10234.46939
CHN,2012,11274.04959
CHN,2013,12230.77888
CHN,2014,13428.59142
CHN,2015,14364.54201
CHN,2016,15405.46355
CHN,2017,16690.95186
COL,2000,6412.199888
COL,2001,6605.741437
COL,2002,6802.84878
COL,2003,7091.442997
COL,2004,7519.120911
COL,2005,8065.313703
COL,2006,8756.665015
COL,2007,9454.293983
COL,2008,9791.86875
COL,2009,9908.323537
COL,2010,10274.12112
COL,2011,11058.88909
COL,2012,11632.80145
COL,2013,12274.01378
COL,2014,13021.48496
COL,2015,13612.47014
COL,2016,13938.44907
COL,2017,14126.89885
EST,2000,9041.450563
EST,2001,9780.312894
EST,2002,11014.0639
EST,2003,12317.10115
EST,2004,13671.46834
EST,2005,15821.26693
EST,2006,18201.67015
EST,2007,20417.39979
EST,2008,21616.93483
EST,2009,19971.37985
EST,2010,20621.48671
EST,2011,23486.85094
EST,2012,25064.58235
EST,2013,26932.56179
EST,2014,28285.00931
EST,2015,28799.22637
EST,2016,30527.17648
EST,2017,33063.06753
EST,2018,35753.89734
ISR,1995,19362.30696
ISR,1996,20109.11229
ISR,1997,20672.85962
ISR,1998,21268.10071
ISR,1999,21570.97492
ISR,2000,23318.74365
ISR,2001,23819.46018
ISR,2002,24228.15009
ISR,2003,22874.51688
ISR,2004,24373.11062
ISR,2005,24506.09956
ISR,2006,25437.44844
ISR,2007,27277.70746
ISR,2008,26743.75101
ISR,2009,26841.59879
ISR,2010,28299.75465
ISR,2011,30138.9386
ISR,2012,30890.37452
ISR,2013,33466.07195
ISR,2014,34020.47649
ISR,2015,35144.32457
ISR,2016,37511.83026
ISR,2017,38588.89387
ISR,2018,40290.41101
RUS,1995,5975.749768
RUS,1996,5854.381518
RUS,1997,6003.702134
RUS,1998,5625.326762
RUS,1999,6114.188511
RUS,2000,7157.244116
RUS,2001,7814.831195
RUS,2002,8487.117718
RUS,2003,9669.872855
RUS,2004,10782.3519
RUS,2005,12422.3618
RUS,2006,15594.38319
RUS,2007,17517.85768
RUS,2008,21091.7621
RUS,2009,20216.19247
RUS,2010,21376.14095
RUS,2011,23553.2574
RUS,2012,24942.06377
RUS,2013,25279.90919
RUS,2014,24913.25216
RUS,2015,23432.86699
RUS,2016,23579.41595
RUS,2017,25385.65183
RUS,2018,27839.88625
SVN,1995,13678.50149
SVN,1996,14311.42621
SVN,1997,15267.82704
SVN,1998,16025.49611
SVN,1999,17062.98045
SVN,2000,17960.01005
SVN,2001,18941.85305
SVN,2002,20059.67876
SVN,2003,20859.09528
SVN,2004,22419.71324
SVN,2005,23624.49747
SVN,2006,25354.73385
SVN,2007,26898.55201
SVN,2008,28820.01814
SVN,2009,27080.69067
SVN,2010,27473.43859
SVN,2011,28538.67051
SVN,2012,28595.4089
SVN,2013,29578.4263
SVN,2014,30589.39435
SVN,2015,30664.46025
SVN,2016,33014.9023
SVN,2017,35997.59623
SVN,2018,38174.07778
ZAF,1985,5451.322014
ZAF,1986,5435.420048
ZAF,1987,5615.470668
ZAF,1988,5928.086559
ZAF,1989,6242.178859
ZAF,1990,6299.242567
ZAF,1991,6379.825413
ZAF,1992,6275.05481
ZAF,1993,6378.918307
ZAF,1994,6600.13546
ZAF,1995,6797.467986
ZAF,1996,7057.934222
ZAF,1997,7223.665994
ZAF,1998,7191.650906
ZAF,1999,7335.155841
ZAF,2000,7686.582957
ZAF,2001,7878.302639
ZAF,2002,8155.261488
ZAF,2003,8433.726264
ZAF,2004,9015.740277
ZAF,2005,9664.612801
ZAF,2006,10386.33093
ZAF,2007,10938.0029
ZAF,2008,11372.59254
ZAF,2009,11232.59963
ZAF,2010,11560.81127
ZAF,2011,11921.24007
ZAF,2012,12267.26338
ZAF,2013,12617.25068
ZAF,2014,12890.9095
ZAF,2015,13013.92373
ZAF,2016,13016.71791
ZAF,2017,13170.92084
DEW,1979,10588.16353
DEW,1980,11668.47649
DEW,1981,12779.06297
DEW,1982,13516.11064
DEW,1983,14365.23884
DEW,1984,15417.1833
DEW,1985,16322.10902
DEW,1986,16978.96011
DEW,1987,17627.71856
DEW,1988,18900.03916
DEW,1989,20223.64376
DEW,1990,21656.50334
DEW,1991,23053.20205
EU28,1999,21089.29744
EU28,2000,22510.84658
EU28,2001,23578.6869
EU28,2002,24639.64893
EU28,2003,25280.49022
EU28,2004,26573.92434
EU28,2005,27575.93248
EU28,2006,29767.28868
EU28,2007,31448.78246
EU28,2008,32706.09422
EU28,2009,32178.00263
EU28,2010,33327.24359
EU28,2011,34739.59326
EU28,2012,35231.0366
EU28,2013,36435.66076
EU28,2014,37404.5903
EU28,2015,38405.44635
EU28,2016,40791.77532
EU28,2017,42936.7852
EU28,2018,44499.44233
OECD,2009,33970.68865
OECD,2010,35470.22419
OECD,2011,36998.09706
OECD,2012,38128.87494
OECD,2013,39430.14935
OECD,2014,40700.87535
OECD,2015,41810.88044
OECD,2016,43092.91481
OECDE,2009,31418.77733
OECDE,2010,32703.5829
OECDE,2011,34250.15141
OECDE,2012,34866.78918
OECDE,2013,36193.88649
OECDE,2014,37277.83865
OECDE,2015,38352.83815
OECDE,2016,40356.96442
SAU,1990,28404.62251
SAU,1991,32117.59921
SAU,1992,32911.53912
SAU,1993,32592.82196
SAU,1994,32193.37288
SAU,1995,32507.58426
SAU,1996,32787.93788
SAU,1997,33054.70019
SAU,1998,34021.53651
SAU,1999,32748.10226
SAU,2000,34245.65859
SAU,2001,33844.56415
SAU,2002,32419.53954
SAU,2003,35547.31483
SAU,2004,38672.83164
SAU,2005,40627.00563
SAU,2006,42216.3937
SAU,2007,43193.61659
SAU,2008,45645.70963
SAU,2009,43936.63007
SAU,2010,45085.19918
SAU,2011,49224.71932
SAU,2012,51366.68845
SAU,2013,52114.45236
SAU,2014,53941.36156
SAU,2015,55382.61494
SAU,2016,55767.35852
EA19,2002,27432.04156
EA19,2003,27838.93401
EA19,2004,29030.2865
EA19,2005,29927.59225
EA19,2006,32579.43675
EA19,2007,34370.56829
EA19,2008,35287.00893
EA19,2009,34852.24665
EA19,2010,35847.72873
EA19,2011,37278.13771
EA19,2012,37769.42453
EA19,2013,39200.23653
EA19,2014,40166.57374
EA19,2015,41126.63066
EA19,2016,43816.75754
EA19,2017,45963.68307
EA19,2018,47548.42495
LVA,1995,5529.867291
LVA,1996,5813.061673
LVA,1997,6514.157686
LVA,1998,7094.118535
LVA,1999,7319.96694
LVA,2000,8007.405312
LVA,2001,9043.76185
LVA,2002,10068.92212
LVA,2003,10956.73291
LVA,2004,11946.75494
LVA,2005,13693.27408
LVA,2006,15344.31058
LVA,2007,17579.27715
LVA,2008,19214.19162
LVA,2009,18121.12263
LVA,2010,17780.50483
LVA,2011,19777.387
LVA,2012,21148.98093
LVA,2013,22640.02041
LVA,2014,23762.96686
LVA,2015,24692.54758
LVA,2016,26339.84979
LVA,2017,28374.47788
LVA,2018,30230.31387
LTU,1995,5912.274938
LTU,1996,6309.9526
LTU,1997,6934.329
LTU,1998,7589.386169
LTU,1999,7635.428403
LTU,2000,8307.885467
LTU,2001,9324.183321
LTU,2002,10383.42517
LTU,2003,11768.97621
LTU,2004,12777.82804
LTU,2005,14331.97911
LTU,2006,16167.27088
LTU,2007,18375.28021
LTU,2008,20036.80974
LTU,2009,18498.67577
LTU,2010,19923.16146
LTU,2011,22154.60647
LTU,2012,23872.91162
LTU,2013,26089.73309
LTU,2014,27823.38677
LTU,2015,27783.28099
LTU,2016,29791.00287
LTU,2017,32560.8596
LTU,2018,34681.14016
CRI,1991,5210.364701
CRI,1992,5706.720047
CRI,1993,6130.681432
CRI,1994,6438.701092
CRI,1995,6623.331151
CRI,1996,6688.274975
CRI,1997,6994.530499
CRI,1998,7310.716133
CRI,1999,7394.752903
CRI,2000,7606.533152
CRI,2001,7875.052309
CRI,2002,8118.00376
CRI,2003,8495.699405
CRI,2004,8994.174786
CRI,2005,9527.853798
CRI,2006,10453.47569
CRI,2007,11490.33672
CRI,2008,12167.51041
CRI,2009,11790.41615
CRI,2010,12317.25006
CRI,2011,12971.24764
CRI,2012,13704.20612
CRI,2013,14000.72287
CRI,2014,14502.52702
CRI,2015,14978.69298
CRI,2016,15607.99599
CRI,2017,16128.34263
CRI,2018,16662.34154
TUR,2009,15156.73984
TUR,2010,17093.13854
TUR,2011,19271.93909
TUR,2012,20311.39014
TUR,2013,21997.10287
TUR,2014,23764.84847
TUR,2015,25423.71118
TUR,2016,26196.83391
BRA,2000,8864.626207
BRA,2001,9023.414863
BRA,2002,9314.403019
BRA,2003,9496.097968
BRA,2004,10214.87442
BRA,2005,10752.46768
BRA,2006,11434.82874
BRA,2007,12372.31114
BRA,2008,13074.69249
BRA,2009,13055.37849
BRA,2010,13958.65556
BRA,2011,14737.58243
BRA,2012,15251.78467
BRA,2013,15999.47957
BRA,2014,16117.74554
BRA,2015,15548.21887
BRA,2016,15085.01346
BRA,2017,15515.29199
PER,2007,7472.710686
PER,2008,8294.023261
PER,2009,8414.674216
PER,2010,9009.399924
PER,2011,9654.144482
PER,2012,10470.5319
PER,2013,11314.60388
PER,2014,11749.66717
